Year	TeamID	Team	W	L	RS	RA	DOFF	at_time_pyth	preseason_talent	made_playoffs
2005	OAK	Oakland	58	46	504	450	54.8	0.551662833	87.14106641	0
2005	TEX	Texas	53	51	558	530	11.8	0.523535589	79.99716545	0
2005	SEA	Seattle	45	59	460	484	0.2	0.476749055	77.42521981	0
2005	ATL	Atlanta	61	44	489	401	78.8	0.589784345	85.08974475	1
2005	WSN	Washington	56	49	404	429	28.6	0.472558369	74.04938729	0
2005	FLA	Florida	53	49	473	446	17.2	0.526864324	81.74721454	0
2005	PHI	Philadelphia	55	51	497	500	17.2	0.49724676	88.21376022	0
2005	NYM	New York	53	52	470	431	9.4	0.539547973	79.27665338	0
2005	STL	St. Louis	66	38	532	406	98.3	0.621196841	91.75622585	1
2005	HOU	Houston	57	48	451	404	37.8	0.550179507	83.11662005	1
2005	CHC	Chicago	53	52	479	470	8.1	0.508676944	88.54330374	0
2005	MIL	Milwaukee	52	54	479	453	4	0.525510206	72.62625807	0
2005	CIN	Cincinnati	47	58	539	596	0.2	0.45413903	74.11501311	0
2005	PIT	Pittsburgh	44	61	417	495	0	0.422189201	73.86196126	0
2005	ARI	Arizona	52	55	470	549	42.4	0.429395158	72.58668083	0
2005	SDP	San Diego	51	54	444	482	42.5	0.462500851	82.96822947	1
2005	LAD	Los Angeles	47	58	453	503	10.4	0.452246639	83.82295827	0
2005	SFG	San Francisco	45	59	451	532	5	0.425002082	85.65852644	0
2005	COL	Colorado	37	67	455	580	0.1	0.390741327	74.40378666	0
2004	NYY	New York	65	38	565	504	97.7	0.552079555	100.7263075	1
2004	BOS	Boston	56	46	573	495	40.7	0.566547856	100.0963643	1
2004	TBD	Tampa Bay	49	54	454	499	1.8	0.456869636	60.69483238	0
2004	BAL	Baltimore	46	56	516	554	0.5	0.467536733	78.38332443	0
2004	TOR	Toronto	45	58	451	491	0.2	0.461201276	81.85387965	0
2004	MIN	Minnesota	58	45	485	465	72.5	0.519256475	83.82158257	1
2004	CHW	Chicago	52	49	538	479	20.6	0.552943063	81.47784309	0
2004	CLE	Cleveland	53	51	577	576	16.9	0.500793581	74.09043366	0
2004	DET	Detroit	50	54	551	531	4.5	0.5169086	62.51870591	0
2004	KCR	Kansas City	36	66	429	570	0	0.372840921	78.13009644	0
2004	OAK	Oakland	58	45	520	464	59.1	0.551941435	90.49808056	0
2004	TEX	Texas	57	45	560	508	53.4	0.544468015	74.92102666	0
2004	ANA	Anaheim	56	48	532	480	32.1	0.546918807	82.84676379	1
2004	SEA	Seattle	39	64	433	527	0	0.41107408	85.84040816	0
2004	ATL	Atlanta	57	46	490	419	69.9	0.571128793	84.85113351	1
2004	PHI	Philadelphia	53	51	512	512	19.4	0.5	91.56801542	0
2004	FLA	Florida	52	52	451	459	13	0.491956531	81.03719496	0
2004	NYM	New York	49	54	451	453	4.8	0.497975671	94.53166777	0
2004	MON	Montreal	41	63	377	486	0	0.385858867	79.54545112	0
2004	STL	St. Louis	66	37	556	426	98.8	0.619489499	88.19953785	1
2004	CHC	Chicago	56	48	483	402	27.4	0.58319987	88.33512991	0
2004	HOU	Houston	52	52	484	441	5.3	0.542463281	91.54424925	1
2004	CIN	Cincinnati	51	53	480	567	3.2	0.424377431	74.4181747	0
2004	MIL	Milwaukee	50	53	414	452	2.4	0.459910327	68.02731707	0
2004	PIT	Pittsburgh	49	53	454	450	2.3	0.504048611	70.55624286	0
2004	LAD	Los Angeles	60	43	479	419	75	0.560922868	77.79729425	1
2004	SDP	San Diego	58	46	466	433	49.6	0.53355192	79.69216967	0
2004	SFG	San Francisco	57	49	529	525	28.7	0.503472447	85.4601601	0
2004	COL	Colorado	46	58	560	606	0.2	0.463946168	74.63970437	0
2004	ARI	Arizona	33	73	425	602	0	0.345891534	82.73890879	0
2003	NYY	New York	66	40	569	461	91.8	0.595122515	102.3250916	1
2003	BOS	Boston	63	44	663	554	67.5	0.581439834	98.82774402	1
2003	TOR	Toronto	54	54	624	575	1.6	0.537344823	80.18099376	0
2003	BAL	Baltimore	50	55	533	531	0.7	0.50171992	70.5627483	0
2003	TBD	Tampa Bay	40	66	470	593	0	0.395224127	60.56327695	0
2003	KCR	Kansas City	57	49	547	557	52	0.491712489	67.02100052	0
2003	CHW	Chicago	57	51	499	468	38.1	0.529309403	85.02596913	0
2003	MIN	Minnesota	53	54	507	536	11.1	0.474574355	83.86875509	1
2003	CLE	Cleveland	45	63	456	522	0.1	0.438470976	71.02814745	0
2003	DET	Detroit	28	78	349	564	0	0.293516153	58.57830852	0
2003	SEA	Seattle	66	42	549	416	87	0.6242592	90.51103694	0
2003	OAK	Oakland	62	46	492	414	49.4	0.578320171	90.17984866	1
2003	ANA	Anaheim	52	55	499	470	0.8	0.52736471	84.95227576	0
2003	TEX	Texas	45	63	556	683	0	0.406976251	81.16354618	0
2003	ATL	Atlanta	71	37	620	520	99.5	0.579782335	87.06787779	1
2003	PHI	Philadelphia	60	47	513	419	47.9	0.591555874	88.97617327	0
2003	FLA	Florida	59	49	516	481	28.3	0.532090398	78.5232973	1
2003	MON	Montreal	55	54	488	503	4.4	0.486152837	80.91439223	0
2003	NYM	New York	44	64	446	555	0	0.401281595	80.47889786	0
2003	HOU	Houston	58	50	530	457	53.6	0.567386084	87.4312266	0
2003	STL	St. Louis	56	52	605	536	29.2	0.555175032	87.53041523	0
2003	CHC	Chicago	54	53	485	477	18.1	0.507608736	81.75718093	1
2003	PIT	Pittsburgh	49	57	486	516	2	0.472624005	76.00896151	0
2003	CIN	Cincinnati	49	59	511	621	1.4	0.411739374	77.7942844	0
2003	MIL	Milwaukee	44	64	480	580	0	0.414276828	68.88037936	0
2003	SFG	San Francisco	68	40	514	440	98.4	0.570641964	86.01349954	1
2003	ARI	Arizona	56	52	484	445	8.8	0.538359336	87.61292745	0
2003	COL	Colorado	56	55	597	587	4	0.507727609	79.76050314	0
2003	LAD	Los Angeles	54	53	367	355	4.3	0.515204468	83.05345869	0
2003	SDP	San Diego	42	67	452	571	0	0.394679539	72.44904827	0
2002	NYY	New York	67	39	634	494	89.4	0.612209569	93.8952112	1
2002	BOS	Boston	63	43	573	415	56.7	0.643450305	87.0710411	0
2002	BAL	Baltimore	49	55	464	473	0.1	0.491211948	70.56040503	0
2002	TOR	Toronto	46	59	517	558	0	0.465142029	77.52635412	0
2002	TBD	Tampa Bay	35	71	432	597	0	0.356178503	68.02162076	0
2002	MIN	Minnesota	65	43	561	498	99.3	0.554282988	82.58732711	1
2002	CHW	Chicago	51	57	566	556	0.7	0.508154573	85.62004209	0
2002	CLE	Cleveland	47	59	460	547	0.1	0.421407817	84.18567492	0
2002	KCR	Kansas City	44	63	473	579	0	0.408531604	72.05354841	0
2002	DET	Detroit	40	66	410	554	0	0.365668669	72.30298699	0
2002	SEA	Seattle	66	42	538	428	75.8	0.603144775	89.24746141	0
2002	ANA	Anaheim	63	43	549	441	54.4	0.598896195	78.78845122	1
2002	OAK	Oakland	61	47	510	477	23.7	0.530565951	88.70985126	1
2002	TEX	Texas	45	62	535	580	0	0.463118787	81.94178234	0
2002	ATL	Atlanta	69	38	474	357	99.3	0.626856111	88.89734048	1
2002	NYM	New York	55	51	469	445	10.2	0.524013294	88.07031581	0
2002	MON	Montreal	53	54	467	494	3.1	0.474308283	68.48451889	0
2002	FLA	Florida	52	55	471	506	1.8	0.467253991	76.59205678	0
2002	PHI	Philadelphia	50	56	481	514	0.8	0.469679381	81.68107863	0
2002	STL	St. Louis	59	45	494	444	75	0.548665706	88.39573249	1
2002	CIN	Cincinnati	55	51	476	476	19.2	0.5	77.39872488	0
2002	HOU	Houston	54	52	501	469	13.3	0.530159866	83.77107279	0
2002	PIT	Pittsburgh	49	58	415	478	0.8	0.43569856	70.03923341	0
2002	CHC	Chicago	44	61	448	487	0	0.461886148	88.35672868	0
2002	MIL	Milwaukee	38	69	442	536	0	0.412687007	70.41761408	0
2002	ARI	Arizona	65	42	541	442	90.6	0.591425196	90.91194583	1
2002	LAD	Los Angeles	60	47	460	431	49.6	0.529756463	83.4477236	0
2002	SFG	San Francisco	59	48	515	423	36.4	0.589072954	87.76683381	1
2002	COL	Colorado	48	59	502	579	0.1	0.435082185	76.67086258	0
2002	SDP	San Diego	45	62	420	520	0	0.403514959	77.84471333	0
2001	NYY	New York	64	42	556	472	88.8	0.574377596	95.77503507	1
2001	BOS	Boston	60	45	523	439	60	0.579421769	89.32576411	0
2001	TOR	Toronto	49	58	503	523	0.2	0.482169048	80.25093982	0
2001	BAL	Baltimore	44	63	459	532	0	0.432883601	71.61687944	0
2001	TBD	Tampa Bay	35	71	416	626	0	0.321288396	72.91982827	0
2001	CLE	Cleveland	60	45	600	527	62.8	0.559073872	87.167874	1
2001	MIN	Minnesota	60	46	523	491	58.8	0.52885324	70.68171991	0
2001	CHW	Chicago	51	53	464	504	3.3	0.462240569	88.53455876	0
2001	DET	Detroit	46	58	512	581	0.1	0.442416673	78.56436204	0
2001	KCR	Kansas City	42	64	460	557	0	0.413346068	75.25825141	0
2001	SEA	Seattle	76	30	615	433	99.9	0.65523224	80.13534399	1
2001	OAK	Oakland	57	49	527	459	19.9	0.562869276	87.8363434	1
2001	ANA	Anaheim	54	52	458	444	5.9	0.514199096	78.60526316	0
2001	TEX	Texas	48	58	583	611	0.2	0.478551949	83.48048069	0
2001	ATL	Atlanta	60	46	492	425	71	0.566575535	92.4137303	1
2001	PHI	Philadelphia	57	49	510	495	35	0.513654335	73.24897614	0
2001	FLA	Florida	53	52	517	451	9.8	0.562160066	74.61414398	0
2001	NYM	New York	49	58	401	487	0.8	0.412031413	89.63741455	0
2001	MON	Montreal	45	62	467	556	0	0.420865014	72.42568743	0
2001	CHC	Chicago	62	43	480	421	83.9	0.559716233	76.01043741	0
2001	HOU	Houston	58	48	580	546	37	0.527609064	79.64895066	1
2001	STL	St. Louis	53	51	492	470	8.4	0.520916591	87.46844898	1
2001	MIL	Milwaukee	45	59	470	474	0.1	0.496122936	71.46509436	0
2001	CIN	Cincinnati	42	63	474	542	0	0.438973921	82.74694061	0
2001	PIT	Pittsburgh	41	64	437	564	0	0.385356977	73.59788278	0
2001	LAD	Los Angeles	61	46	517	492	63.1	0.522660069	86.22588053	0
2001	ARI	Arizona	60	46	534	456	58.3	0.571742128	86.7518944	1
2001	SFG	San Francisco	58	49	523	519	30.7	0.503512435	88.29046198	0
2001	SDP	San Diego	51	55	547	532	1.8	0.512718187	73.59386729	0
2001	COL	Colorado	45	61	607	618	0	0.491784192	82.9657985	0
2000	NYY	New York	56	44	556	483	67.1	0.564040203	97.47884253	1
2000	BOS	Boston	54	48	522	475	34.1	0.543059473	90.4545582	0
2000	TOR	Toronto	55	52	588	628	20.1	0.469926796	81.90286511	0
2000	BAL	Baltimore	46	58	530	619	0.5	0.429456802	80.47398417	0
2000	TBD	Tampa Bay	44	59	503	565	0.2	0.447021835	73.46073388	0
2000	CHW	Chicago	64	41	648	551	98.1	0.57364668	74.22685071	1
2000	CLE	Cleveland	52	50	570	529	12.9	0.534098418	91.77965965	0
2000	DET	Detroit	48	56	492	558	1	0.442663117	71.55163657	0
2000	KCR	Kansas City	47	57	563	633	0.4	0.446589762	73.19888692	0
2000	MIN	Minnesota	48	60	514	583	0.1	0.44262534	70.08077626	0
2000	SEA	Seattle	61	44	602	472	81.3	0.609497287	80.31204868	1
2000	OAK	Oakland	58	47	627	563	51.4	0.549098876	82.70544437	1
2000	ANA	Anaheim	57	50	577	560	28.9	0.513678345	80.36125584	0
2000	TEX	Texas	50	53	567	595	4	0.477961826	86.25533153	0
2000	ATL	Atlanta	65	40	541	471	96	0.563054258	94.13133286	1
2000	NYM	New York	59	45	532	491	65.6	0.536625489	89.19078219	1
2000	FLA	Florida	51	54	484	522	2.2	0.465475947	67.58783608	0
2000	MON	Montreal	47	55	496	554	0.8	0.449577619	72.52514252	0
2000	PHI	Philadelphia	46	58	465	515	0.2	0.453411291	78.42487114	0
2000	STL	St. Louis	58	47	609	532	75.3	0.561529024	85.09642604	1
2000	CIN	Cincinnati	54	51	535	532	24.7	0.502572618	87.9873003	0
2000	CHC	Chicago	49	55	516	556	4.5	0.465895389	77.36284428	0
2000	PIT	Pittsburgh	45	58	500	534	0.8	0.46993841	78.47743731	0
2000	MIL	Milwaukee	44	62	464	558	0.1	0.416395458	72.31697401	0
2000	HOU	Houston	39	66	558	623	0	0.44975931	86.84202391	0
2000	SFG	San Francisco	57	46	593	525	51.4	0.555492191	84.49182141	1
2000	ARI	Arizona	58	47	517	476	51.1	0.537729092	89.17142324	0
2000	LAD	Los Angeles	55	49	551	496	24.5	0.547962263	82.52171698	0
2000	COL	Colorado	50	54	628	601	2.6	0.520094115	77.74738458	0
2000	SDP	San Diego	47	58	489	537	0.4	0.457266222	73.14006272	0
1999	NYY	New York	62	40	559	471	92.8	0.577730369	100.9159867	1
1999	TOR	Toronto	58	48	586	553	46.5	0.526492684	81.39834603	0
1999	BOS	Boston	56	47	513	477	40.6	0.533238313	84.50681363	1
1999	BAL	Baltimore	46	57	556	547	0.3	0.507465613	87.0385771	0
1999	TBD	Tampa Bay	43	61	506	614	0	0.412405835	70.35853386	0
1999	CLE	Cleveland	63	40	661	557	99.5	0.577684483	91.20679191	1
1999	CHW	Chicago	48	54	502	547	2.4	0.46080481	75.75921896	0
1999	MIN	Minnesota	44	58	471	555	0.2	0.425478932	71.36564287	0
1999	KCR	Kansas City	43	60	592	610	0	0.486300242	68.94365743	0
1999	DET	Detroit	42	62	495	584	0	0.424927368	76.03208039	0
1999	TEX	Texas	61	42	591	549	93.4	0.533674736	85.90953495	1
1999	OAK	Oakland	53	50	542	521	18.9	0.518070677	75.40698497	0
1999	SEA	Seattle	50	53	603	633	5.2	0.477801502	80.53811251	0
1999	ANA	Anaheim	43	59	431	518	0.1	0.416665536	85.9291587	0
1999	ATL	Atlanta	63	43	546	461	71	0.576805761	98.22203889	1
1999	NYM	New York	62	43	548	483	65.7	0.557507712	89.17599596	1
1999	PHI	Philadelphia	57	47	566	490	19.1	0.565586229	76.57359872	0
1999	FLA	Florida	41	64	465	556	0	0.418951875	64.64469197	0
1999	MON	Montreal	38	62	415	526	0	0.393230858	68.55670783	0
1999	HOU	Houston	64	41	534	431	84.7	0.596799338	92.05511088	1
1999	CIN	Cincinnati	59	43	523	458	50.9	0.560419186	81.20391266	0
1999	STL	St. Louis	52	52	522	555	2.2	0.471984383	82.49226106	0
1999	PIT	Pittsburgh	50	53	542	521	1.1	0.518070677	74.00090069	0
1999	MIL	Milwaukee	49	53	533	526	0.6	0.506047952	74.57157737	0
1999	CHC	Chicago	48	53	512	578	0.4	0.444754944	81.3512524	0
1999	ARI	Arizona	59	46	578	456	66.3	0.606794627	79.09070361	1
1999	SFG	San Francisco	56	48	569	525	35	0.536754178	83.21882919	0
1999	SDP	San Diego	49	54	446	465	2.5	0.480923072	78.6799285	0
1999	COL	Colorado	46	58	574	678	0.4	0.424402156	81.80156677	0
1999	LAD	Los Angeles	45	59	490	526	0.2	0.467610581	87.11720344	0
1998	NYY	New York	76	27	604	401	100	0.679089654	91.74962817	1
1998	BOS	Boston	63	44	586	476	89.9	0.593984175	80.76878434	1
1998	BAL	Baltimore	55	54	561	544	4	0.514074315	90.13533636	0
1998	TOR	Toronto	54	56	513	539	1.5	0.477396742	80.15706679	0
1998	TBD	Tampa Bay	43	63	395	487	0	0.405364393	68.94982852	0
1998	CLE	Cleveland	62	46	585	496	96.7	0.574935206	89.02155636	1
1998	MIN	Minnesota	51	56	492	476	3.3	0.515120732	73.77179098	0
1998	KCR	Kansas City	48	60	468	595	0.5	0.391891003	75.22400212	0
1998	CHW	Chicago	47	60	544	635	0.3	0.429704563	81.60008269	0
1998	DET	Detroit	44	63	472	560	0	0.422418563	77.08230709	0
1998	ANA	Anaheim	58	50	525	520	57.9	0.504377912	84.18473539	0
1998	TEX	Texas	57	51	616	602	44.2	0.510516154	82.73836474	1
1998	OAK	Oakland	48	60	548	582	0.8	0.472488528	72.01711674	0
1998	SEA	Seattle	48	60	582	567	0.8	0.511943576	89.73848152	0
1998	ATL	Atlanta	72	38	575	415	99.7	0.644911829	97.76488052	1
1998	NYM	New York	56	50	460	387	14.6	0.578404539	83.54726104	0
1998	PHI	Philadelphia	55	52	497	536	7.5	0.465493498	71.44010028	0
1998	MON	Montreal	42	67	424	545	0	0.387122053	74.49404856	0
1998	FLA	Florida	39	71	459	608	0	0.374149014	76.87516372	0
1998	HOU	Houston	65	44	602	443	87.5	0.636739044	84.65573503	1
1998	CHC	Chicago	62	48	551	503	55.9	0.541602268	80.00665367	1
1998	MIL	Milwaukee	55	54	491	514	4.9	0.479068285	77.45939843	0
1998	STL	St. Louis	51	57	527	552	0.7	0.478808722	84.489553	0
1998	PIT	Pittsburgh	50	59	440	453	0.3	0.486681941	77.56826747	0
1998	CIN	Cincinnati	48	62	464	533	0.1	0.436911666	76.90682833	0
1998	SDP	San Diego	71	38	547	437	99.7	0.601294927	83.9482576	1
1998	SFG	San Francisco	58	51	518	478	17.9	0.536700638	82.43579226	0
1998	LAD	Los Angeles	57	52	476	459	11.4	0.516632059	87.03848583	0
1998	COL	Colorado	48	61	525	594	0	0.443746583	84.60795962	0
1998	ARI	Arizona	40	69	449	559	0	0.401071706	70.88078685	0
1997	BAL	Baltimore	67	38	543	403	98.3	0.633127198	85.90955737	1
1997	NYY	New York	61	44	559	434	77.7	0.613768772	86.2864137	1
1997	TOR	Toronto	50	55	401	437	1	0.460748846	82.07668956	0
1997	BOS	Boston	51	57	587	585	1	0.50156143	79.11033801	0
1997	DET	Detroit	49	56	530	526	0.5	0.50346587	68.20285354	0
1997	CLE	Cleveland	54	48	544	533	54.1	0.509344641	91.47679607	1
1997	MIL	Milwaukee	53	52	454	486	24.4	0.468879303	76.79840194	0
1997	CHW	Chicago	53	53	526	537	21.3	0.490532308	87.36473653	0
1997	MIN	Minnesota	48	58	518	548	2.3	0.47426549	75.96443489	0
1997	KCR	Kansas City	44	60	473	521	0.5	0.455895424	77.29514892	0
1997	SEA	Seattle	60	47	622	577	62.1	0.534303283	88.28125735	1
1997	ANA	Anaheim	60	48	578	529	55.4	0.540439314	76.74467663	0
1997	TEX	Texas	50	56	512	517	1.5	0.495554018	83.17658733	0
1997	OAK	Oakland	42	68	513	640	0	0.400163965	77.51632777	0
1997	ATL	Atlanta	69	40	555	397	96	0.64864951	93.29870306	1
1997	FLA	Florida	61	45	455	425	53.1	0.531164822	85.05644796	1
1997	NYM	New York	60	46	502	451	38.8	0.548856855	76.71368865	0
1997	MON	Montreal	55	51	475	480	5.6	0.495209527	80.20039091	0
1997	PHI	Philadelphia	33	72	405	615	0	0.317679729	71.7565214	0
1997	HOU	Houston	59	49	497	439	81.9	0.556528741	80.98172984	1
1997	PIT	Pittsburgh	53	55	460	502	12.4	0.46011151	70.55940937	0
1997	STL	St. Louis	51	56	448	426	5.9	0.523020616	85.33052482	0
1997	CIN	Cincinnati	45	60	397	499	0.6	0.396883938	82.16601103	0
1997	CHC	Chicago	43	66	449	504	0	0.447330449	80.51324798	0
1997	LAD	Los Angeles	59	49	481	401	50.6	0.582461831	85.94559662	0
1997	SFG	San Francisco	59	49	495	524	50.4	0.473976268	75.27053272	1
1997	SDP	San Diego	52	56	560	599	3.5	0.4692378	83.07230399	0
1997	COL	Colorado	51	58	620	624	1.3	0.497057902	82.10504245	0
1996	NYY	New York	63	42	539	502	97.2	0.532489476	87.20998722	1
1996	BAL	Baltimore	53	52	613	601	12	0.509043789	88.01810808	1
1996	TOR	Toronto	49	58	550	568	0.9	0.485271326	72.61366213	0
1996	BOS	Boston	47	58	612	643	0.6	0.477409199	85.39623966	0
1996	DET	Detroit	35	72	528	760	0	0.339275044	68.93507392	0
1996	CLE	Cleveland	65	42	623	521	95.6	0.581077342	97.94184387	1
1996	CHW	Chicago	58	49	586	505	43	0.567641092	83.9024105	0
1996	MIL	Milwaukee	52	55	634	604	4	0.522162669	74.72019934	0
1996	MIN	Minnesota	51	55	594	601	3.5	0.494640311	70.50042671	0
1996	KCR	Kansas City	48	60	494	548	0.2	0.452681087	77.19016114	0
1996	TEX	Texas	61	46	635	531	77.3	0.581106966	80.65772428	1
1996	SEA	Seattle	58	48	675	611	50.1	0.545448405	85.80052072	0
1996	OAK	Oakland	55	53	603	588	13.2	0.511522498	70.81447169	0
1996	CAL	California	51	56	527	630	2.5	0.41904615	85.1984541	0
1996	ATL	Atlanta	65	41	528	410	98.2	0.613696837	96.13316457	1
1996	MON	Montreal	58	48	501	443	57.5	0.556052521	76.70706025	0
1996	NYM	New York	52	56	509	505	3.5	0.503609423	82.11520317	0
1996	FLA	Florida	49	58	440	464	1.1	0.475721363	79.22537089	0
1996	PHI	Philadelphia	43	63	434	520	0	0.418037413	76.75629343	0
1996	STL	St. Louis	56	50	511	492	45.4	0.517328132	80.34143551	1
1996	HOU	Houston	57	52	527	544	40.6	0.485479055	84.99922937	0
1996	CIN	Cincinnati	52	51	476	493	21	0.483951236	87.4529396	0
1996	CHC	Chicago	52	54	511	497	11.4	0.512706414	81.46789973	0
1996	PIT	Pittsburgh	48	59	489	545	1.2	0.450558434	69.54842524	0
1996	SDP	San Diego	58	51	535	483	52	0.546643403	78.07590517	1
1996	LAD	Los Angeles	57	51	447	427	47	0.520929634	86.0524328	1
1996	COL	Colorado	54	53	638	661	20.8	0.483803052	81.96159018	0
1996	SFG	San Francisco	46	60	497	559	0.4	0.446423034	76.45843874	0
